IBGE;NU_IDENTIFICADOR;q01;q02;q03;q04;q05;q06;q07;q08;q09;q010;q011;q012;q013;q014;Latitude;Longitude;q1;q2;q3_1;q3_2;q4;q5_1;q5_2;q5_3;q5_4;q5_5;q5_6;q6;q7_1;q7_2;q7_3;q7_4;q7_5;q7_6;q7_7;q7_8;q7_9;q7_10;q7_11;q7_12;q7_13;q7_14;q7_15;q7_16;q7_17;q7_99;q7_99_1;q8_0;q8_1;q8_2;q8_3;q8_4;q8_5;q8_6;q8_7;q8_8;q8_9;q8_99;q8_99_1;q9_1;q9_2;q9_3;q9_4;q9_5;q9_6;q9_7;q9_8;q9_9;q9_10;q9_99;q9_99_1;q10;q11;q12_1;q12_2;q12_3;q12_4;q12_5;q12_6;q12_7;q12_8;q12_99;q12_0;q12_99_1;q13;q14;q15_1;q15_2;q15_3;q15_4;q15_5;q15_6;q15_7;q15_8;q15_9;q15_10;q15_99;q15_0;q15_99_1;q16;q17_1;q17_2;q17_3;q17_4;q17_5;q17_99;q17_0;q17_99_1;q18_1;q18_2;q18_3;q18_99;q18_0;q18_99_1;q19_0;q19_1;q19_2;q19_3;q19_4;q19_5;q19_6;q19_7;q19_8;q19_9;q19_10;q19_11;q19_12;q19_13;q19_14;q19_15;q19_99;q19_99_1;q20_0;q20_97;q20_1;q20_2;q20_3;q20_4;q20_5;q20_6;q20_7;q21;q22;q23;q24;q25_1;q25_2;q25_3;q25_4;q25_5;q25_6;q25_7;q25_8;q25_9;q25_10;q25_11;q25_99;q25_99_1;q26_1;q26_2;q26_3;q26_4;q26_5;q26_6;q26_7;q26_8;q26_9;q26_10;q26_11;q26_12;q26_99;q26_99_1;q27;q28;q29;q30_1;q30_2;q30_3;q30_4;q30_5;q30_6;q30_7;q30_8;q30_99;q30_99_1;q31_1;q31_2;q31_3;q31_4;q31_5;q31_6;q31_7;q31_8;q31_99;q31_0;q31_99_1;q32;q33_1;q33_2;q33_3;q33_4;q33_99;q33_99_1;q34_1;q34_2;q34_3;q34_4;q34_5;q34_6;q34_7;q34_8;q34_9;q34_10;q34_99;q34_0;q34_99_1;q35;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;q7_1_velha;q7_2_velha;q7_3_velha;q7_4_velha;q7_5_velha;q7_6_velha;q7_7_velha;q7_8_velha;q7_9_velha;q7_10_velha;q7_11_velha;q7_12_velha;q7_13_velha;q7_14_velha;q7_15_velha;q7_16_velha;q7_17_velha;q7_99_velha;q8_0_velha;q8_1_velha;q8_2_velha;q8_3_velha;q8_4_velha;q8_5_velha;q8_6_velha;q8_7_velha;q8_8_velha;q8_9_velha;q8_99_velha;q9_1_velha;q9_2_velha;q9_3_velha;q9_4_velha;q9_5_velha;q9_6_velha;q9_7_velha;q9_8_velha;q9_9_velha;q9_10_velha;q9_99_velha;q12_1_velha;q12_2_velha;q12_3_velha;q12_4_velha;q12_5_velha;q12_6_velha;q12_7_velha;q12_8_velha;q12_99_velha;q12_0_velha;q14_velha;q15_1_velha;q15_2_velha;q15_3_velha;q15_4_velha;q15_5_velha;q15_6_velha;q15_7_velha;q15_8_velha;q15_9_velha;q15_10_velha;q15_99_velha;q15_0_velha;q16_velha;q17_1_velha;q17_2_velha;q17_3_velha;q17_4_velha;q17_5_velha;q17_99_velha;q17_0_velha;q18_1_velha;q18_2_velha;q18_3_velha;q18_99_velha;q18_0_velha;q19_0_velha;q19_1_velha;q19_2_velha;q19_3_velha;q19_4_velha;q19_5_velha;q19_6_velha;q19_7_velha;q19_8_velha;q19_9_velha;q19_10_velha;q19_11_velha;q19_12_velha;q19_13_velha;q19_14_velha;q19_15_velha;q19_99_velha;q20_0_velha;q20_1_velha;q20_2_velha;q20_3_velha;q20_4_velha;q20_5_velha;q20_6_velha;q20_7_velha;q20_97_velha;q29_velha;q30_1_velha;q30_2_velha;q30_3_velha;q30_4_velha;q30_5_velha;q30_6_velha;q30_7_velha;q30_8_velha;q30_99_velha;q31_1_velha;q31_2_velha;q31_3_velha;q31_4_velha;q31_5_velha;q31_6_velha;q31_7_velha;q31_8_velha;q31_99_velha;q31_0_velha;q33_1_velha;q33_2_velha;q33_3_velha;q33_4_velha;q33_99_velha;q34_1_velha;q34_2_velha;q34_3_velha;q34_4_velha;q34_5_velha;q34_6_velha;q34_7_velha;q34_8_velha;q34_9_velha;q34_10_velha;q34_99_velha;q34_0_velha;d_3;d11_sala_excl_categoria;d21_cap_atend_cat;filter_$;d36_9bin1_sum;d36_9bin2_sum;d36_9bin3_sum;d36_10bin1_sum;d36_10bin2_sum;d36_10bin3_sum;d36_10bin4_sum;d36_10bin5_sum;d36_11bin1_sum;d36_11bin2_sum;d36_11bin3_sum;d36_11bin4_sum;nu_trabalhadores
240325;2403253402354;CENTRO DE CONVIVÊNCIA SCFV UNIDADE NOVA ESPERANÇA;32;JOÃO JANUÁRIO DE CARVALHO;12; ;NOVA ESPERANÇA;59144320;PARNAMIRIM;RN;scfv.novaesperanca@gmail.com;(84) 364482222; ; ;15/11/2001;-5.943.248.638.565.500;-3.527.951.896.190.640;2;1;5;8;2;0;1;1;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;0;0;0;0; ;0;1;1;1;1;1;0;1;1;1;0;0; ;1;6;1;1;0;0;0;1;1;0;1;0;0;0; ;3;0;0;1;0;0;0;0; ;0;1;0;0;0; ;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0; ;0;0;1;0;1;1;0;1;1;200;5;5;3;0;0;1;0;0;1;0;1;0;0;1;0; ;1;0;0;1;0;1;1;1;1;1;0;1;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;1;1;0;0;0;0;0; ;1;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;2403251;24;2;Parnamirim;202456;202456;0;Grande;123,471; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;6;1;1;0;0;0;1;1;0;1;0;0;0;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;1;1;0;1;1;0; ; ; ; ; ; ; ; ; ; ;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;12;1; ;3;1; ; ; ; ; ;2; ;1;1;4
240330;2403303414028;CENTRO DE CONVIVÊNCIA;32;Rua Umbelino Granjeiro;17; ;Novo Encanto;59905000;ENCANTO;RN;suasencanto2020@gmail.com;(84) 981095639; ; ;01/08/2018;-6.113.933.922.981.070;-3.831.077.456.474.300;2;1;5;4;3;1;1;1;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;0;0;0; ;0;1;1;1;1;1;0;0;1;1;0;0; ;1;2;1;0;1;0;1;1;1;1;0;0;0;0; ;2;1;0;1;0;0;0;0; ;0;1;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;1;0;0;0;1;220;6;5;3;1;1;1;0;0;1;0;1;1;0;1;0; ;1;1;0;1;0;1;1;1;0;1;1;1;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;0;0; ;1;0;1;0;0;0; ;0;0;0;0;0;1;0;0;0;0;0;0; ;0;2403301;24;2;Encanto;5231;2130;3101;Pequeno I;125,749; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;0;1;1;0;0;2;1;0;1;0;1;1;1;1;0;0;0;0;2;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;13;1; ;1; ; ; ; ; ; ;1; ; ; ;1
240350;2403503402358;CENTRO DE CONVIVÊNCIA SCFV - ESPÍRITO SANTO;32;da Crauna;s/n;0;Bairro Novo;59180000;ESPIRITO SANTO;RN;semthasespiritosanto@gmail.com;(84) 32492154;0;0;23/06/2014;-6.333.975.723.139.180;-3.531.448.960.304.260;2;1;5;8;1;0;1;1;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;0;0;0; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;4;0;1;1;1;1;1;1;1;1;1;0;0; ;2;1;0;0;0;0;0;0; ;0;1;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ;0;0;0;0;0;1;0;1;1;180;5;4;3;1;1;1;1;0;1;1;1;0;0;1;0; ;1;1;1;1;1;1;1;1;1;1;1;1;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;0;0; ;1;1;0;0;0;0; ;0;0;1;1;0;0;0;0;0;0;0;0; ;1;2403509;24;2;Espírito Santo;10475;5000;5475;Pequeno I;135,838; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;4;0;1;1;1;1;1;1;1;1;1;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;1;12;1;4;7;1;1; ; ; ; ; ; ;7;5;12
240375;2403753412718;CENTRO DE CONVIVÊNCIA;32;Severino Servulo;285;casa;Centro;59517000;FERNANDO PEDROZA;RN;smasfernandopedroza@rn.gov.br;(84) 35382416; ; ;01/08/2013;-5.694.950.042.988.570;-3.653.067.827.224.730;2;1;5;8;1;0;1;1;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;0;1;0;0;0;0;0; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;4;1;1;1;1;1;1;1;1;1;1;0;0; ;2;1;0;0;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0; ;0;0;1;0;0;1;0;1;0;180;2;4;3;1;1;1;0;0;0;0;1;0;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;1;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;1;0;0; ;1;1;0;0;0;0; ;0;0;1;1;0;0;0;1;0;0;0;0; ;3;2403756;24;2;Fernando Pedroza;2854;2437;417;Pequeno I;322,628; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;4;1;1;1;1;1;1;1;1;1;1;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;2;1;12;1;2;6;2;1;1; ; ; ;1; ;2;7;10
240380;2403803417219;CENTRO DE CONVIVÊNCIA;32;PROFESSORA EDIL MEDEIROS;5; ;PAZ E AMOR;59335000;FLORANIA;RN;scfv.florania@gmail.com;(84) 34352708; ; ;04/01/2013;-6.124.788.310.693.330;-3.680.962.800.979.610;2;1;5;6;1;1;1;1;0;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;1;1;0;0;0;0;0; ;0;3;1;1;1;1;1;1;1;1;0;0; ;1;6;1;1;0;0;1;0;1;0;1;1;0;0; ;4;1;1;1;0;1;0;0; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;0;180;6;4;3;1;0;1;1;0;1;0;1;0;1;1;0; ;1;0;1;1;1;1;1;1;1;1;1;1;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;1;1;0;0;1;0;0; ;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0;2403806;24;2;Florânia;8959;6857;2102;Pequeno I;504,797; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;6;1;1;0;0;1;0;1;0;1;1;0;0;4;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;12;1; ;3;2; ; ; ; ; ;5; ; ; ;5
240420;2404203402359;CENTRO DE CONVIVÊNCIA - SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS;32;Dom Nivaldo Monte;44; ;Centro;59173000;GOIANINHA;RN;crasgoianinha@hotmail.com;(84) 994053068; ; ;01/07/2013;-6.262.619.708.486.380;-3.521.010.875.701.900;2;1;3;3;2;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Programa Criança Feliz;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;1;0;0;0;0;0; ;0;2;1;1;1;1;1;1;1;1;0;0; ;1;6;0;1;0;1;1;0;1;0;1;0;0;0; ;2;1;0;0;0;0;0;0; ;0;1;0;0;0; ;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0; ;0;0;0;0;0;1;0;0;0;400;5;4;3;1;0;1;0;0;1;1;1;0;1;1;0; ;1;1;0;1;0;1;1;1;1;1;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;0;0;1;0;0; ;1;0;0;0;1;0; ;0;1;1;0;1;1;0;0;0;0;0;0; ;1;2404200;24;2;Goianinha;22481;15477;7004;Pequeno II;192,279; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;6;0;1;0;1;1;0;1;0;1;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;2;13;1;1;5;1; ; ; ; ; ; ; ;1;6;7
240450;2404503402361;CENTRO DE CONVIVÊNCIA  SCFV DE BAIXA DO MEIO;3;DO FUTEBOL;25; ;BAIXA DO MEIO;59598000;GUAMARE;RN;scfvbm2018@gmail.com;(84) 35256914; ; ;24/06/2013;-5.253.431.392.593.310;-3.635.392.947.623.470;2;2;5;8;2;1;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;1;0;0;0;1;0; ;0;2;1;1;1;1;1;1;1;1;0;0; ;1;3;1;1;0;0;1;1;1;0;1;1;0;0; ;1;1;1;0;0;1;0;0; ;1;1;0;0;0; ;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0; ;0;0;1;0;1;1;0;0;1;240;4;4;2;1;1;1;0;0;1;0;1;0;0;0;0; ;1;1;1;1;1;1;1;1;1;1;0;1;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;1;0;0; ;1;0;0;0;1;0; ;1;1;1;1;1;1;1;1;1;1;0;0; ;1;2404507;24;2;Guamaré;12404;4407;7997;Pequeno I;258,958; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;3;1;1;0;0;1;1;1;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;1;1;0;0;1;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;2;2;13;1;7;5;3;3; ; ; ; ; ;1;1;13;15
240450;2404503415938;CENTRO DE CONVIVÊNCIA SCFV CENTRO;32;SETE DE SETEMBRO;594; ;CENTRO;59598000;GUAMARE;RN;scfv.gmr@gmail.com;(84) 35252709; ; ;16/01/2019;-51.085.843;-363.224.319;2;1;5;8;2;1;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;0;1;1;1;0;0;0;1;0; ;0;2;1;1;1;1;1;1;1;1;0;0; ;1;6;0;1;0;0;0;1;0;0;1;1;0;0; ;1;1;1;0;0;1;0;0; ;1;1;0;0;0; ;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;0; ;0;0;1;1;1;1;1;1;1;240;4;4;2;1;1;1;1;0;1;1;1;0;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;1;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;1;0;0; ;1;0;0;0;1;0; ;1;1;1;1;1;1;0;0;0;0;0;0; ;1;2404507;24;2;Guamaré;12404;4407;7997;Pequeno I;258,958; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;6;0;1;0;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;2;2;13;1;2;5;3;2; ; ; ; ; ;2;1;7;10
240460;2404603402362;CENTRO DE CONVIVÊNCIA SCFV UNIDADE IV - CANTO DAS MOÇAS;32;DO CEMITÉRIO;S/N;CANTO DE MOÇA;CENTRO;59490000;IELMO MARINHO;RN;smaspmim@gmail.com;(84) 32670149; ; ;05/06/2013;-5.738.303.159.755.460;-3.547.241.270.542.140;2;2;5;8;1;1;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;0;0;0; ;0;1;1;0;1;1;1;1;1;1;0;0; ;1;4;1;1;0;0;1;1;1;0;1;1;0;0; ;2;1;0;1;1;1;0;0; ;1;1;0;0;0; ;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0; ;0;0;0;0;1;1;0;1;0;180;5;4;3;1;0;1;1;0;1;0;1;0;0;1;0; ;1;1;1;1;1;1;1;1;1;1;0;1;1;CUIDADOS PREVENTIVOS REFERENTES AO COVID-19;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;1;1;1;1;1;0;0; ;1;0;0;1;0;0; ;0;0;0;0;0;0;0;0;0;0;1;0;METODOLOGIA DE TRABALHO DO SCFV;0;2404606;24;2;Ielmo Marinho;12171;1546;10625;Pequeno I;312,028; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;4;1;1;0;0;1;1;1;0;1;1;0;0;2;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0; ; ; ; ; ; ; ; ; ; ;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;12;1;1;1; ; ; ; ; ; ; ; ; ;2;2
240460;2404603402363;CENTRO DE CONVIVÊNCIA SCFV I - LAGINHA;32;LAGINHA;S/N;ZONA RURAL;LAGINHA;59490000;IELMO MARINHO;RN;smaspmim@gmail.com;(84) 32670174; ; ;10/03/2018;-5.745.087.128.484.670;-35.578.131.973.743.400;2;2;5;8;3;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0; ;0;0;1;0;0;0;0;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;1;1;1;1;1;1;0;0; ;1;4;1;1;0;0;1;1;1;0;1;0;0;0; ;2;1;0;1;1;1;0;0; ;1;1;0;0;0; ;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0; ;0;0;0;0;0;1;0;0;1;60;5;4;3;1;0;1;1;0;1;0;1;0;0;1;0; ;1;1;1;1;1;1;1;1;1;1;0;1;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;1;1;1;1;1;0;0; ;1;0;0;1;0;0; ;0;0;0;0;0;0;0;0;0;0;1;0;METODOLOGIA DE TRAVALHO DO SCFV;0;2404606;24;2;Ielmo Marinho;12171;1546;10625;Pequeno I;312,028; ;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;4;1;1;0;0;1;1;1;0;1;0;0;0;2;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0; ; ; ; ; ; ; ; ; ; ;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;6;1;1;1; ; ; ; ; ; ; ; ; ;2;2
240460;2404603402364;CENTRO DE CONVIVÊNCIA SCFV UNIDADE II - SEDE;32;Princesa Isabel;s/n;SEDE;CENTRO;59490000;IELMO MARINHO;RN;smaspmim@gmail.com;(84) 32670174; ; ;05/06/2013;-5.821.442.545.951.300;-35.552.259.385.585.700;2;1;5;8;1;1;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;0;0;0; ;0;1;1;0;1;1;1;1;1;1;0;0; ;1;4;1;1;0;0;1;1;1;0;1;0;0;0; ;2;1;0;1;1;1;0;0; ;1;1;1;0;0; ;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0; ;0;0;0;0;1;1;0;1;1;240;5;4;3;1;0;1;1;0;1;0;1;0;0;1;0; ;1;1;1;1;1;1;1;1;1;1;0;1;1;CUIDADOS PREVENTIVOS E ORIENTAÇÕES SOBRE O CVOID-19;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;1;1;1;1;1;0;0; ;1;0;0;1;0;0; ;0;0;0;0;0;0;0;0;0;0;1;0;METODOLOGIA DE TRABALHO DO SCFV;0;2404606;24;2;Ielmo Marinho;12171;1546;10625;Pequeno I;312,028; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;4;1;1;0;0;1;1;1;0;1;0;0;0;2;1;0;1;1;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0; ; ; ; ; ; ; ; ; ; ;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;13;1; ;2; ; ; ; ; ; ; ; ; ;2;2
240460;2404603402365;CENTRO DE CONVIVÊNCIA SCFV UNIDADE III - UMARI;32;PRINCIPAL;S/N;UMARI;CENTRO;59490000;IELMO MARINHO;RN;smaspmim@gmail.com;(84) 32670149; ; ;05/06/2013;-577.997.978.789.697;-3.553.330.957.889.550;2;2;5;8;1;1;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;0;1;0; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;4;1;1;0;0;1;1;1;0;1;0;0;0; ;2;1;0;1;1;1;0;0; ;1;1;0;0;0; ;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0; ;0;0;0;0;1;1;1;1;1;90;5;4;3;1;0;1;1;0;1;0;1;0;0;1;0; ;1;1;1;1;1;0;1;1;1;1;0;1;1;CUIDADOS PREVENTIVOS E ORIENTAÇÕES SOBRE O COVID-19;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;1;0;0; ;1;0;0;1;0;0; ;0;0;0;0;0;0;0;0;0;0;1;0;metodologia de trabalho do SCFV;0;2404606;24;2;Ielmo Marinho;12171;1546;10625;Pequeno I;312,028; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;4;1;1;0;0;1;1;1;0;1;0;0;0;2;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;9;1; ;2; ; ; ; ; ; ; ; ; ;2;2
